Site,Datetime,mean_WT,max_WT,min_WT,range_WT,Solar_daily,Solar_2d,Solar_3d,Solar_7d,WL_daily_mean,WL_daily_max,WL_daily_min,WL_daily_range,WL_mean_2day,WL_mean_3day,WL_mean_7day,WL_max_2day,WL_max_3day,WL_max_7day,WL_min_2day,WL_min_3day,WL_min_7day,Air_tmin,Air_tmean,Air_tmax,Air_trange,Air_tmean_2day,Air_tmean_3day,Air_tmean_7day,Air_tmax_2day,Air_tmax_3day,Air_tmax_7day,Air_tmin_2day,Air_tmin_3day,Air_tmin_7day,GWT_mean,GWT_max,GWT_min,GWT_range,GWT_mean_2day,GWT_mean_3day,GWT_mean_7day,GWT_max_2day,GWT_max_3day,GWT_max_7day,GWT_min_2day,GWT_min_3day,GWT_min_7day,GWL_mean,GWL_max,GWL_min,GWL_range,GWL_mean_2day,GWL_mean_3day,GWL_mean_7day,GWL_max_2day,GWL_max_3day,GWL_max_7day,GWL_min_2day,GWL_min_3day,GWL_min_7day,ppt,ppt_7day,Water_area_m2_3d,Elev_m,Size_km2
Anvil,7/12/2023,12.31492,13.076,11.528,1.548,29.27231895,29.73023921,29.93471982,30.08571429,0.434667,0.459,0.404,0.055,0.437313,0.439208,0.444232,0.4625,0.462333,0.469,0.4065,0.410667,0.414714,8.4,15.8,23.2,14.8,15.05,15.8,17.61429,21.75,23,25.5,8.4,8.633333,9.757143,11.13054,11.236,11.041,0.195,11.159,11.15904,11.01737,11.285,11.26867,11.09686,11.041,11.041,10.91571,0.00425,0.035,-0.029,0.064,0.006229,0.007222,0.011631,0.037,0.035,0.041,-0.028,-0.02567,-0.02371,0,0,3919.5,1176.813373,0.071
Anvil,7/13/2023,12.19,12.98,11.334,1.646,29.52288105,29.3976,29.66111982,29.96475444,0.431417,0.453,0.403,0.05,0.433042,0.435347,0.441351,0.456,0.459333,0.464857,0.4035,0.405333,0.412143,9.5,16.6,23.8,14.3,16.2,15.56667,16.91429,23.5,22.43333,24.61429,8.95,8.766667,9.257143,11.14683,11.236,11.041,0.195,11.13869,11.15494,11.07954,11.236,11.26867,11.16657,11.041,11.041,10.97143,0.002042,0.029,-0.033,0.062,0.003146,0.004833,0.009458,0.032,0.034333,0.037857,-0.031,-0.02967,-0.02557,0,0,3703.5,1176.813373,0.071
Anvil,7/14/2023,12.08083,12.883,11.139,1.744,30.1104,29.81664053,29.6352,29.95117722,0.426917,0.452,0.393,0.059,0.429167,0.431,0.438214,0.4525,0.454667,0.462,0.398,0.4,0.408286,9.7,17.1,24.6,14.9,16.85,16.5,16.54286,24.2,23.86667,24.14286,9.6,9.2,9,11.16713,11.236,11.041,0.195,11.15698,11.14817,11.11842,11.236,11.236,11.20829,11.041,11.041,11.01329,-0.00175,0.028,-0.04,0.068,0.000146,0.001514,0.006881,0.0285,0.030667,0.035429,-0.0365,-0.034,-0.02857,0,0,3915,1176.813373,0.071
Anvil,7/15/2023,11.87033,12.69,10.748,1.942,29.47104053,29.79072026,29.70144053,29.8400915,0.423625,0.45,0.389,0.061,0.425271,0.427319,0.434649,0.451,0.451667,0.458571,0.391,0.395,0.404571,10,19.3,28.6,18.6,18.2,17.66667,16.78571,26.6,25.66667,24.52857,9.85,9.733333,9.1,11.22817,11.334,11.139,0.195,11.19765,11.18071,11.15208,11.285,11.26867,11.25014,11.09,11.07367,11.04114,-0.00438,0.029,-0.048,0.077,-0.00306,-0.00136,0.004006,0.0285,0.028667,0.033143,-0.044,-0.04033,-0.032,0,0,4126.5,1176.813373,0.071
Anvil,7/16/2023,11.74975,12.401,10.846,1.555,27.9936,28.73232026,29.19168018,29.55744015,0.4195,0.448,0.385,0.063,0.421563,0.423347,0.431298,0.449,0.45,0.455714,0.387,0.389,0.400286,11.5,21.8,32.1,20.6,20.55,19.4,17.45714,30.35,28.43333,25.44286,10.75,10.4,9.514286,11.37433,11.431,11.236,0.195,11.30125,11.25654,11.19908,11.3825,11.33367,11.29186,11.1875,11.13867,11.08286,-0.00679,0.027,-0.046,0.073,-0.00558,-0.00431,0.001542,0.028,0.028,0.031143,-0.047,-0.04467,-0.03486,0,0,4199.7,1176.813373,0.071
Anvil,7/17/2023,11.41813,11.916,10.846,1.07,29.79071895,28.89215947,29.08511982,29.47844556,0.419292,0.435,0.395,0.04,0.419396,0.420806,0.427911,0.4415,0.444333,0.451857,0.39,0.389667,0.396857,10.4,19.3,28.1,17.7,20.55,20.13333,17.74286,30.1,29.6,25.81429,10.95,10.63333,9.7,11.5765,11.625,11.431,0.194,11.47542,11.393,11.25871,11.528,11.46333,11.34743,11.3335,11.26867,11.13857,-0.00138,0.014,-0.033,0.047,-0.00408,-0.00418,2.98E-05,0.0205,0.023333,0.028714,-0.0395,-0.04233,-0.03657,0,0,4134.6,1176.813373,0.071
Anvil,7/18/2023,10.93013,11.819,9.965,1.854,29.91168105,29.8512,29.232,29.43894865,0.413042,0.442,0.377,0.065,0.416167,0.417278,0.424065,0.4385,0.441667,0.448429,0.386,0.385667,0.392286,7,13.4,19.7,12.7,16.35,18.16667,17.61429,23.9,26.63333,25.72857,8.7,9.633333,9.5,11.54821,11.722,11.431,0.291,11.56235,11.49968,11.31024,11.6735,11.59267,11.40286,11.431,11.366,11.19429,-0.00796,0.025,-0.051,0.076,-0.00467,-0.00538,-0.00228,0.0195,0.022,0.026714,-0.042,-0.04333,-0.04,0,0,3931.2,1176.813373,0.071
Anvil,7/19/2023,11.18629,12.013,10.357,1.656,28.7712,29.34144053,29.4912,29.36736023,0.408042,0.437,0.374,0.063,0.410542,0.413458,0.420262,0.4395,0.438,0.445286,0.3755,0.382,0.388,6.6,16.8,27,20.4,15.1,16.5,17.75714,23.35,24.93333,26.27143,6.8,8,9.242857,11.47546,11.528,11.334,0.194,11.51183,11.53339,11.35952,11.625,11.625,11.44457,11.3825,11.39867,11.23614,-0.01513,0.02,-0.058,0.078,-0.01154,-0.00815,-0.00505,0.0225,0.019667,0.024571,-0.0545,-0.04733,-0.04414,0,0,3727.8,1176.813373,0.071
Anvil,7/20/2023,11.454,12.304,10.651,1.653,28.6848,28.728,29.12256035,29.24763436,0.40675,0.434,0.369,0.065,0.407396,0.409278,0.416738,0.4355,0.437667,0.442571,0.3715,0.373333,0.383143,13.2,21.8,30.3,17.1,19.3,17.33333,18.5,28.65,25.66667,27.2,9.9,8.933333,9.771429,11.5765,11.625,11.431,0.194,11.52598,11.53339,11.4209,11.5765,11.625,11.50014,11.3825,11.39867,11.29186,-0.01692,0.014,-0.06,0.074,-0.01602,-0.01333,-0.00776,0.017,0.019667,0.022429,-0.059,-0.05633,-0.048,0,0,3524.4,1176.813373,0.071
Anvil,7/21/2023,11.67283,12.497,10.846,1.651,29.31551895,29.00015947,28.92383965,29.13407992,0.40725,0.434,0.372,0.062,0.407,0.407347,0.413929,0.434,0.435,0.44,0.3705,0.371667,0.380143,11.6,19.9,28.1,16.5,20.85,19.5,18.9,29.2,28.46667,27.7,12.4,10.46667,10.04286,11.76242,11.819,11.625,0.194,11.66946,11.60479,11.50594,11.722,11.65733,11.58343,11.528,11.46333,11.37529,-0.01746,0.014,-0.058,0.072,-0.01719,-0.0165,-0.01,0.014,0.016,0.020429,-0.059,-0.05867,-0.05057,0,0,3688.8,1176.813373,0.071
Anvil,7/22/2023,11.67675,12.497,10.748,1.749,28.61568105,28.9656,28.872,29.01188571,0.403375,0.429,0.369,0.06,0.405313,0.405792,0.411036,0.4315,0.432333,0.437,0.3705,0.37,0.377286,10.9,18.9,27,16.1,19.4,20.2,18.84286,27.55,28.46667,27.47143,11.25,11.9,10.17143,11.90792,12.013,11.819,0.194,11.83517,11.74894,11.60305,11.916,11.819,11.68043,11.722,11.625,11.47243,-0.02054,0.01,-0.063,0.073,-0.019,-0.01831,-0.01231,0.012,0.012667,0.017714,-0.0605,-0.06033,-0.05271,0,0,3576,1176.813373,0.071
Anvil,7/23/2023,11.44975,12.304,10.455,1.849,28.3824,28.49904053,28.7712,29.06742857,0.397292,0.422,0.366,0.056,0.400333,0.402639,0.407863,0.4255,0.428333,0.433286,0.3675,0.369,0.374571,11.2,19.1,27,15.8,19,19.3,18.45714,27,27.36667,26.74286,11.05,11.23333,10.12857,11.99279,12.11,11.916,0.194,11.95035,11.88771,11.6914,12.0615,11.98067,11.77743,11.8675,11.78667,11.56957,-0.02379,0.006,-0.063,0.069,-0.02217,-0.0206,-0.01474,0.008,0.01,0.014714,-0.063,-0.06133,-0.05514,0,0,3546,1176.813373,0.071
Anvil,7/24/2023,10.89042,11.625,10.259,1.366,26.784,27.5832,27.92736035,28.63789729,0.402,0.422,0.38,0.042,0.399646,0.400889,0.405393,0.422,0.424333,0.431429,0.373,0.371667,0.372429,10.6,18.8,27,16.4,18.95,18.93333,18.38571,27,27,26.58571,10.9,10.9,10.15714,12.05342,12.207,11.916,0.291,12.0231,11.98471,11.75953,12.1585,12.11,11.86057,11.916,11.88367,11.63886,-0.01717,0.005,-0.04,0.045,-0.02048,-0.0205,-0.01699,0.0055,0.007,0.013429,-0.0515,-0.05533,-0.05614,0,0,3160.2,1176.813373,0.071
Anvil,7/25/2023,11.06475,11.819,10.455,1.364,28.65888105,27.72144053,27.94176035,28.45892586,0.395667,0.411,0.374,0.037,0.398833,0.398319,0.402911,0.4165,0.418333,0.427,0.377,0.373333,0.372,8.7,14.9,21.1,12.4,16.85,17.6,18.6,24.05,25.03333,26.78571,9.65,10.16667,10.4,11.96854,12.013,11.916,0.097,12.01098,12.00492,11.81958,12.11,12.11,11.90214,11.916,11.916,11.70814,-0.02338,-0.007,-0.054,0.047,-0.02027,-0.02144,-0.0192,-0.001,0.001333,0.008857,-0.047,-0.05233,-0.05657,0.7,0.7,3063.6,1176.813373,0.071
Anvil,7/26/2023,10.6855,11.625,9.669,1.956,28.84895947,28.75392026,28.09728018,28.47003436,0.3965,0.42,0.367,0.053,0.396083,0.398056,0.401262,0.4155,0.417667,0.424571,0.3705,0.373667,0.371,7.3,13.9,20.5,13.2,14.4,15.86667,18.18571,20.8,22.86667,25.85714,8,8.866667,10.5,11.96046,12.11,11.819,0.291,11.9645,11.99414,11.88886,12.0615,12.11,11.98529,11.8675,11.88367,11.77743,-0.02321,0.006,-0.061,0.067,-0.02329,-0.02125,-0.02035,-0.0005,0.001333,0.006857,-0.0575,-0.05167,-0.057,0,0.7,2896.2,1176.813373,0.071
Anvil,7/27/2023,10.46192,11.236,9.571,1.665,28.83168105,28.84032026,28.77984053,28.49101737,0.393667,0.419,0.367,0.052,0.395083,0.395278,0.399393,0.4195,0.416667,0.422429,0.367,0.369333,0.370714,6.1,15,23.9,17.8,14.45,14.6,17.21429,22.2,21.83333,24.94286,6.7,7.366667,9.485714,11.78667,11.916,11.625,0.291,11.87356,11.90522,11.91889,12.013,12.013,12.02686,11.722,11.78667,11.80514,-0.02592,0.003,-0.063,0.066,-0.02456,-0.02417,-0.02164,0.0045,0.000667,0.005286,-0.062,-0.05933,-0.05743,0,0.7,2728.8,1176.813373,0.071
Anvil,7/28/2023,10.27396,11.041,9.275,1.766,28.45151895,28.6416,28.71071982,28.3675888,0.388792,0.412,0.358,0.054,0.391229,0.392986,0.396756,0.4155,0.417,0.419286,0.3625,0.364,0.368714,7.6,14.8,22,14.4,14.9,14.56667,16.48571,22.95,22.13333,24.07143,6.85,7,8.914286,11.65329,11.819,11.528,0.291,11.71998,11.80014,11.9033,11.8675,11.94833,12.02686,11.5765,11.65733,11.79129,-0.02996,0,-0.07,0.07,-0.02794,-0.02636,-0.02342,0.0015,0.003,0.003286,-0.0665,-0.06467,-0.05914,0,0.7,2561.4,1176.813373,0.071
Anvil,7/29/2023,10.15571,10.846,9.373,1.473,28.23551895,28.34351895,28.50623965,28.31327992,0.386458,0.41,0.356,0.054,0.387625,0.389639,0.394339,0.411,0.413667,0.416571,0.357,0.360333,0.366857,7.5,15.8,24.1,16.6,15.3,15.2,16.04286,23.05,23.33333,23.65714,7.55,7.066667,8.428571,11.60883,11.722,11.528,0.194,11.63106,11.68293,11.86057,11.7705,11.819,11.98529,11.528,11.56033,11.74971,-0.03233,-0.004,-0.07,0.066,-0.03115,-0.0294,-0.02511,-0.002,-0.00033,0.001286,-0.07,-0.06767,-0.06014,0,0.7,2278.8,1176.813373,0.071
Anvil,7/30/2023,9.935208,10.455,9.275,1.18,28.35648105,28.296,28.34783965,28.30957722,0.38225,0.406,0.353,0.053,0.384354,0.385833,0.39219,0.408,0.409333,0.414286,0.3545,0.355667,0.365,7.6,15.3,23,15.4,15.55,15.3,15.5,23.55,23.03333,23.08571,7.55,7.566667,7.914286,11.62904,11.722,11.528,0.194,11.61894,11.63039,11.80861,11.722,11.75433,11.92986,11.528,11.528,11.69429,-0.03488,-0.005,-0.073,0.068,-0.0336,-0.03239,-0.02669,-0.0045,-0.003,-0.00029,-0.0715,-0.071,-0.06157,0,0.7,2129.25,1176.813373,0.071
Anvil,7/31/2023,9.347792,9.965,8.481,1.484,28.58975947,28.47312026,28.39391982,28.56754286,0.380333,0.406,0.346,0.06,0.381292,0.383014,0.389095,0.406,0.407333,0.412,0.3495,0.351667,0.360143,6.9,14.8,22.6,15.7,15.05,15.3,14.92857,22.8,23.23333,22.45714,7.25,7.333333,7.385714,11.61288,11.722,11.528,0.194,11.62096,11.61692,11.74567,11.722,11.722,11.86057,11.528,11.528,11.63886,-0.03583,-0.004,-0.079,0.075,-0.03535,-0.03435,-0.02936,-0.0045,-0.00433,-0.00157,-0.076,-0.074,-0.06714,0,0.7,2112.75,1176.813373,0.071
Anvil,8/1/2023,9.20375,9.768,8.481,1.287,28.58111895,28.58543921,28.50911982,28.55643398,0.37825,0.408,0.34,0.068,0.379292,0.380278,0.386607,0.407,0.406667,0.411571,0.343,0.346333,0.355286,6.2,15.2,24.2,18,15,15.1,14.97143,23.4,23.26667,22.9,6.55,6.9,7.028571,11.53608,11.722,11.431,0.291,11.57448,11.59267,11.68389,11.722,11.722,11.819,11.4795,11.49567,11.56957,-0.04138,-0.005,-0.088,0.083,-0.0386,-0.03736,-0.03193,-0.0045,-0.00467,-0.00129,-0.0835,-0.08,-0.072,0,0,2344.5,1176.813373,0.071
Anvil,8/2/2023,9.253417,9.768,8.581,1.187,28.49471895,28.53791895,28.55519912,28.50582819,0.374167,0.401,0.34,0.061,0.376208,0.377583,0.383417,0.4045,0.405,0.408857,0.34,0.342,0.351429,6.3,16.4,26.5,20.2,15.8,15.46667,15.32857,25.35,24.43333,23.75714,6.25,6.466667,6.885714,11.51588,11.625,11.431,0.194,11.52598,11.55494,11.62038,11.6735,11.68967,11.74971,11.431,11.46333,11.51414,-0.04783,-0.013,-0.089,0.076,-0.0446,-0.04168,-0.03545,-0.009,-0.00733,-0.004,-0.0885,-0.08533,-0.076,0,0,2576.25,1176.813373,0.071
Anvil,8/3/2023,9.319375,9.866,8.779,1.087,28.01088105,28.2528,28.36223965,28.38857105,0.373125,0.4,0.34,0.06,0.373646,0.375181,0.380482,0.4005,0.403,0.406143,0.34,0.34,0.347571,8.9,17.4,26,17.1,16.9,16.33333,15.67143,26.25,25.56667,24.05714,7.6,7.133333,7.285714,11.56033,11.625,11.431,0.194,11.5381,11.53743,11.58805,11.625,11.65733,11.70814,11.431,11.431,11.48643,-0.05329,-0.019,-0.097,0.078,-0.05056,-0.0475,-0.03936,-0.016,-0.01233,-0.00714,-0.093,-0.09133,-0.08086,0,0,2577.75,1176.813373,0.071
Anvil,8/4/2023,9.216875,9.472,8.978,0.494,25.9632,26.98704053,27.4896,28.03309692,0.374958,0.391,0.347,0.044,0.374042,0.374083,0.378506,0.3955,0.397333,0.403143,0.3435,0.342333,0.346,9.6,17.5,25.5,15.9,17.45,17.1,16.05714,25.75,26,24.55714,9.25,8.266667,7.571429,11.66946,11.722,11.625,0.097,11.6149,11.58189,11.59036,11.6735,11.65733,11.69429,11.528,11.49567,11.50029,-0.04967,-0.035,-0.08,0.045,-0.05148,-0.05026,-0.04217,-0.027,-0.02233,-0.01214,-0.0885,-0.08867,-0.08229,0,0,2472,1176.813373,0.071
Anvil,8/5/2023,9.233417,9.472,8.978,0.494,20.6928,23.328,24.88896035,26.95556564,0.370708,0.384,0.354,0.03,0.372833,0.372931,0.376256,0.3875,0.391667,0.399429,0.3505,0.347,0.345714,11.9,17.5,23.2,11.3,17.5,17.46667,16.3,24.35,24.9,24.42857,10.75,10.13333,8.2,11.69371,11.722,11.625,0.097,11.68158,11.64117,11.60248,11.722,11.68967,11.69429,11.625,11.56033,11.51414,-0.05138,-0.038,-0.068,0.03,-0.05052,-0.05144,-0.04489,-0.0365,-0.03067,-0.017,-0.074,-0.08167,-0.082,0,0,2259,1176.813373,0.071
Anvil,8/6/2023,9.336292,9.669,9.077,0.592,23.14655947,21.91967974,23.26751982,26.21129113,0.371208,0.38,0.354,0.026,0.370958,0.372292,0.374679,0.382,0.385,0.395714,0.354,0.351667,0.345857,12.6,16.9,21.1,8.5,17.2,17.3,16.52857,22.15,23.26667,24.15714,12.25,11.36667,8.914286,11.81496,11.819,11.722,0.097,11.75433,11.72604,11.62904,11.7705,11.75433,11.70814,11.6735,11.65733,11.54186,-0.05188,-0.039,-0.072,0.033,-0.05163,-0.05097,-0.04732,-0.0385,-0.03733,-0.02186,-0.07,-0.07333,-0.08186,0,0,2169,1176.813373,0.071
Anvil,8/7/2023,9.504625,10.063,9.077,0.986,25.272,24.20927974,23.03711982,25.73732549,0.365875,0.381,0.34,0.041,0.368542,0.369264,0.372613,0.3805,0.381667,0.392143,0.347,0.349333,0.345,11.5,16.1,20.6,9.1,16.5,16.83333,16.71429,20.85,21.63333,23.87143,12.05,12,9.571429,11.87558,11.916,11.819,0.097,11.84527,11.79475,11.66657,11.8675,11.819,11.73586,11.7705,11.722,11.58343,-0.06467,-0.041,-0.102,0.061,-0.05827,-0.05597,-0.05144,-0.04,-0.03933,-0.02714,-0.087,-0.08067,-0.08514,0,0,2079,1176.813373,0.071
Anvil,8/8/2023,9.562,10.161,8.978,1.183,23.38848105,24.33024053,23.93568018,24.99552008,0.366583,0.391,0.331,0.06,0.366229,0.367889,0.370946,0.386,0.384,0.389714,0.3355,0.341667,0.343714,9.1,16.1,23.2,14.1,16.1,16.36667,16.84286,21.9,21.63333,23.72857,10.3,11.06667,9.985714,11.96854,12.11,11.819,0.291,11.92206,11.88636,11.72835,12.013,11.94833,11.79129,11.819,11.78667,11.63886,-0.07642,-0.045,-0.117,0.072,-0.07054,-0.06432,-0.05645,-0.043,-0.04167,-0.03286,-0.1095,-0.097,-0.08929,0,0,1989,1176.813373,0.071
Anvil,8/9/2023,9.779417,10.455,9.275,1.18,26.70624053,25.04736079,25.12224053,24.74002316,0.364792,0.383,0.338,0.045,0.365688,0.36575,0.369607,0.387,0.385,0.387143,0.3345,0.336333,0.343429,8.4,17.2,25.9,17.5,16.65,16.46667,16.95714,24.55,23.23333,23.64286,8.75,9.666667,10.28571,12.05746,12.11,12.013,0.097,12.013,11.96719,11.80572,12.11,12.04533,11.86057,11.916,11.88367,11.722,-0.09046,-0.067,-0.122,0.055,-0.08344,-0.07718,-0.06254,-0.056,-0.051,-0.04057,-0.1195,-0.11367,-0.094,0,0,2062.5,1176.813373,0.071
Anvil,8/10/2023,9.865583,10.455,9.275,1.18,26.6544,26.68032026,25.58304053,24.54624015,0.366167,0.387,0.336,0.051,0.365479,0.365847,0.368613,0.385,0.387,0.385286,0.337,0.335,0.342857,11.2,17.1,23.1,11.9,17.15,16.8,16.91429,24.5,24.06667,23.22857,9.8,9.566667,10.61429,12.19488,12.304,12.11,0.194,12.12617,12.07363,11.89637,12.207,12.17467,11.95757,12.0615,11.98067,11.819,-0.1,-0.075,-0.132,0.057,-0.09523,-0.08896,-0.06921,-0.071,-0.06233,-0.04857,-0.127,-0.12367,-0.099,0,0,2299.5,1176.813373,0.071
Anvil,8/11/2023,9.660333,10.357,8.879,1.478,26.80991895,26.73215947,26.72351982,24.6672,0.364792,0.388,0.334,0.054,0.365479,0.36525,0.367161,0.3875,0.386,0.384857,0.335,0.336,0.341,9.1,15.7,22.4,13.3,16.4,16.66667,16.65714,22.75,23.8,22.78571,10.15,9.566667,10.54286,12.20296,12.304,12.013,0.291,12.19892,12.15176,11.97258,12.304,12.23933,12.04071,12.0615,12.04533,11.87443,-0.11125,-0.085,-0.145,0.06,-0.10563,-0.10057,-0.07801,-0.08,-0.07567,-0.05571,-0.1385,-0.133,-0.10829,0,0,2116.5,1176.813373,0.071
Anvil,8/12/2023,9.668417,10.357,8.978,1.379,26.36064053,26.58527974,26.60831982,25.4768915,0.361167,0.386,0.326,0.06,0.362979,0.364042,0.365798,0.387,0.387,0.385143,0.33,0.332,0.337,8.6,16.5,24.3,15.7,16.1,16.43333,16.51429,23.35,23.26667,22.94286,8.85,9.633333,10.07143,12.18679,12.304,12.013,0.291,12.19488,12.19488,12.04302,12.304,12.304,12.12386,12.013,12.04533,11.92986,-0.124,-0.094,-0.164,0.07,-0.11763,-0.11175,-0.08838,-0.0895,-0.08467,-0.06371,-0.1545,-0.147,-0.122,0,0,1350,1176.813373,0.071
Anvil,8/13/2023,10.00429,10.846,9.275,1.571,26.05824053,26.20944053,26.4096,25.89284594,0.357542,0.382,0.324,0.058,0.359354,0.361167,0.363845,0.384,0.385333,0.385429,0.325,0.328,0.332714,9.2,17.9,26.6,17.4,17.2,16.7,16.65714,25.45,24.43333,23.72857,8.9,8.966667,9.585714,12.26763,12.304,12.11,0.194,12.22721,12.21913,12.10769,12.304,12.304,12.19314,12.0615,12.04533,11.98529,-0.1395,-0.11,-0.177,0.067,-0.13175,-0.12492,-0.1009,-0.102,-0.09633,-0.07386,-0.1705,-0.162,-0.137,0,0,1293,1176.813373,0.071
Anvil,8/14/2023,10.38892,11.139,9.768,1.371,26.19648105,26.12736079,26.2051207,26.02491466,0.355875,0.383,0.319,0.064,0.356708,0.358194,0.362417,0.3825,0.383667,0.385714,0.3215,0.323,0.329714,15.3,22.5,29.6,14.3,20.2,18.96667,17.57143,28.1,26.83333,25.01429,12.25,11.03333,10.12857,12.481,12.594,12.304,0.29,12.37431,12.31181,12.19418,12.449,12.40067,12.29,12.207,12.14233,12.05457,-0.15163,-0.121,-0.188,0.067,-0.14556,-0.13838,-0.11332,-0.1155,-0.10833,-0.08529,-0.1825,-0.17633,-0.14929,0,0,1689,1176.813373,0.071
Anvil,8/15/2023,10.80858,11.625,10.161,1.464,25.79904053,25.99776079,26.0179207,26.3692803,0.354292,0.379,0.319,0.06,0.355083,0.355903,0.360661,0.381,0.381333,0.384,0.319,0.320667,0.328,16.6,25,33.5,16.9,23.75,21.8,18.84286,31.55,29.9,26.48571,15.95,13.7,11.2,12.75875,12.883,12.594,0.289,12.61988,12.50246,12.30707,12.7385,12.59367,12.40043,12.449,12.336,12.16529,-0.16283,-0.136,-0.2,0.064,-0.15723,-0.15132,-0.12567,-0.1285,-0.12233,-0.09829,-0.194,-0.18833,-0.16114,0,0,2538,1176.813373,0.071
Anvil,8/16/2023,11.21896,12.11,10.553,1.557,25.75584053,25.77744053,25.9171207,26.23350887,0.351833,0.375,0.318,0.057,0.353063,0.354,0.35881,0.377,0.379,0.382857,0.3185,0.318667,0.325143,18.2,26,33.8,15.6,25.5,24.5,20.1,33.65,32.3,27.61429,17.4,16.7,12.6,13.10042,13.173,12.883,0.29,12.92958,12.78006,12.45606,13.028,12.88333,12.55229,12.7385,12.59367,12.28957,-0.17454,-0.148,-0.213,0.065,-0.16869,-0.163,-0.13768,-0.142,-0.135,-0.10986,-0.2065,-0.20033,-0.17414,0,0,2547,1176.813373,0.071
Anvil,8/17/2023,11.31708,11.722,11.041,0.681,15.81984053,20.78784053,22.45824053,24.68571466,0.3565,0.376,0.325,0.051,0.354167,0.354208,0.357429,0.3755,0.376667,0.381286,0.3215,0.320667,0.323571,17.2,25.9,34.6,17.4,25.95,25.63333,21.35714,34.2,33.96667,29.25714,17.7,17.33333,13.45714,13.421,13.461,13.269,0.192,13.26071,13.09339,12.63122,13.317,13.17233,12.71757,13.076,12.91533,12.45514,-0.17725,-0.159,-0.212,0.053,-0.1759,-0.17154,-0.14871,-0.1535,-0.14767,-0.12186,-0.2125,-0.20833,-0.18557,0,0,2544,1176.813373,0.071
Anvil,8/18/2023,11.20321,11.819,10.651,1.168,26.11871895,20.96927974,22.5648,24.58697181,0.353958,0.368,0.325,0.043,0.355229,0.354097,0.355881,0.372,0.373,0.378429,0.325,0.322667,0.322286,14.2,21.5,28.9,14.7,23.7,24.46667,22.18571,31.75,32.43333,30.18571,15.7,16.53333,14.18571,13.44513,13.558,13.365,0.193,13.43306,13.32218,12.80867,13.5095,13.39733,12.89671,13.317,13.17233,12.64829,-0.18729,-0.169,-0.219,0.05,-0.18227,-0.17969,-0.15958,-0.164,-0.15867,-0.13386,-0.2155,-0.21467,-0.19614,0,0,2529,1176.813373,0.071
Anvil,8/19/2023,9.958083,11.041,8.779,2.262,25.81631895,25.96751895,22.58495947,24.50921158,0.35375,0.377,0.323,0.054,0.353854,0.354736,0.354821,0.3725,0.373667,0.377143,0.324,0.324333,0.321857,7.5,15.5,23.5,16,18.5,20.96667,22.04286,26.2,29,30.07143,10.85,12.96667,14.02857,13.17646,13.365,12.883,0.482,13.31079,13.34753,12.95005,13.4615,13.46133,13.04829,13.124,13.17233,12.77257,-0.19713,-0.168,-0.231,0.063,-0.19221,-0.18722,-0.17002,-0.1685,-0.16533,-0.14443,-0.225,-0.22067,-0.20571,0,0,2565,1176.813373,0.071
Anvil,8/20/2023,10.21679,11.041,9.373,1.668,25.29791895,25.55711895,25.74431895,24.40059421,0.349625,0.367,0.321,0.046,0.351688,0.352444,0.35369,0.372,0.370667,0.375,0.322,0.323,0.321429,7.9,16.4,25,17.1,15.95,17.8,21.82857,24.25,25.8,29.84286,7.7,9.866667,13.84286,12.77463,12.883,12.594,0.289,12.97554,13.13207,13.02248,13.124,13.26867,13.131,12.7385,12.94733,12.84171,-0.21171,-0.19,-0.242,0.052,-0.20442,-0.19871,-0.18034,-0.179,-0.17567,-0.15586,-0.2365,-0.23067,-0.215,0,0,2549.25,1176.813373,0.071
Anvil,8/21/2023,10.32767,10.944,9.669,1.275,23.57855947,24.43823921,24.89759912,24.02660541,0.351708,0.364,0.332,0.032,0.350667,0.351694,0.353095,0.3655,0.369333,0.372286,0.3265,0.325333,0.323286,11.2,18.3,25.3,14.1,17.35,16.73333,21.22857,25.15,24.6,29.22857,9.55,8.866667,13.25714,12.53358,12.594,12.401,0.193,12.6541,12.82822,13.02999,12.7385,12.94733,13.131,12.4975,12.626,12.85557,-0.21838,-0.202,-0.243,0.041,-0.21504,-0.20907,-0.18988,-0.196,-0.18667,-0.16743,-0.2425,-0.23867,-0.22286,0,0,2481.75,1176.813373,0.071
Anvil,8/22/2023,10.06154,10.846,9.275,1.571,17.30592026,20.44223987,22.06079956,22.81330252,0.351,0.368,0.325,0.043,0.351354,0.350778,0.352625,0.366,0.366333,0.370714,0.3285,0.326,0.324143,7.7,14.6,21.4,13.7,16.45,16.43333,19.74286,23.35,23.9,27.5,9.45,8.933333,11.98571,12.32825,12.401,12.207,0.194,12.43092,12.54549,12.96849,12.4975,12.626,13.06214,12.304,12.40067,12.80029,-0.22663,-0.205,-0.257,0.052,-0.2225,-0.2189,-0.19899,-0.2035,-0.199,-0.17729,-0.25,-0.24733,-0.231,0,0,2299.5,1176.813373,0.071
